UniqueIdentifier,Name,CASNumber,SRSID,SampleFractionRequired,AnalyticalMethodRequired,MethodSpeciationRequired,PickList,GroupName,DomainValueStatus,Description,ComparableName,LastChangeDate
20864,"Sodium 6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-dioxooctan-4-ide",24347-13-5,1848952,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20786,Sodium 8-chloroperfluoro-1-octanesulfonate,,1848949,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
2817,Sodium C14-16-alkane hydroxy and C14-16-olefin sulfonates,68439-57-6,431387,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
63249,"Sodium N-(2-carboxylatoethyl)-3-[(2-carboxyethyl)[(perfluorohexyl)sulfonyl]amino]-N,N-dimethyl-1-propanaminium",81190-42-3,1989636,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63318,Sodium N-(2-methoxyethyl)-N-[(nonafluorobutyl)sulfonyl]glycinate,864069-36-3,1989678,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63398,Sodium N-[(nonafluorobutyl)sulfonyl]-N-propylglycinate,864069-35-2,1989677,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64336,Sodium N-[3-(dimethylamino)propyl]-N-[(perfluorooctyl)sulfonyl]glycinate,98900-84-6,1989836,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
2746,Sodium N-lauroylsarcosinate,137-16-6,36871,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
19169,Sodium Perfluorononanesulfonate,98789-57-2,1845985,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
63931,Sodium [(nonafluorobutyl)sulfonyl]propylcarbamic acid,138473-78-6,1988726,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18705,"Sodium [[2-(dimethylamino)ethyl](1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]acetate",96426-90-3,1845954,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
1803,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,1640523,N,N,N,N,Physical,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
2113,Sodium arsenite,7784-46-5,155101,N,N,N,N,Not Assigned,Accepted,Superfund Amendments and Reauthorization Act (SARA): SARA 110 - Priority List of Hazardous Substances; Request Date: 23-SEP-16,,2016-09-23T08:46:21-04:00
20562,"Sodium bis(1H, 1H, 2H, 2H-[1,2-13C2]perfluorodecyl) phosphate",,1973972,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20466,"Sodium bis(1H, 1H, 2H, 2H-[1,2-13C2]perfluorooctyl) phosphate",,1973971,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20822,"Sodium bis(1H,1H,2H,2H-perfluorodecyl)phosphate",114519-85-6,1848945,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
62639,"Sodium bis(2,2,3,3,4,4,5,5-octafluoropentyl) phosphate",67996-82-1,1989530,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18992,Sodium bis(heptadecafluorooctyl)phosphinate,500776-69-2,1845975,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
18980,Sodium bis(perfluorohexyl)phosphinate,70609-44-8,1845976,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
20850,Sodium bis[2-(N-ethylperfluorooctane-1-sulfonamido)ethyl] phosphate,,1848953,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20812,Sodium bis[2-(perfluorohexyl)ethyl] phosphate,407582-79-0,1848947,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
2264,Sodium cacodylate,124-65-2,33621,Y,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
1804,Sodium carbonate,497-19-8,48017,N,N,N,N,"Organics, Other",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
15111,Sodium cetyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
1805,Sodium chlorate,7775-09-9,153767,N,N,N,N,Not Assigned,Accepted,Request Date: 23-Jul-14 (nps.gov cas# review),,2019-10-31T10:44:01-04:00
1806,Sodium chloride,7647-14-5,152256,N,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
1807,Sodium chromate(VI),7775-11-3,153775,N,N,N,N,Not Assigned,Accepted,Request Date: 3-Mar-07 (nps.gov cas# review),,2019-10-31T10:44:01-04:00
5133,Sodium cyanide,143-33-9,39305,N,N,N,N,Not Assigned,Accepted,; Request Date: 01-APR-15,,2015-04-01T03:21:13-04:00
1808,Sodium dichromate,10588-01-9,172593,N,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
1809,Sodium dimethyldithiocarbamate,128-04-1,34462,N,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
9447,"Sodium dodecafluoro-3H-4,8-dioxanonanoate",,,N,N,N,N,Not Assigned,Accepted,"Sodium dodecafluoro-3H-4,8-dioxanonanoate (ADONA)",,2023-12-11T01:33:19-05:00
1682,Sodium fluoride,7681-49-4,152504,N,N,N,N,Not Assigned,Accepted,Superfund Amendments and Reauthorization Act (SARA): SARA 110 - Priority List of Hazardous Substances; Request Date: 23-SEP-16,,2016-09-23T09:21:00-04:00
5132,Sodium fluoroacetate,62-74-8,3699,N,N,N,N,Not Assigned,Accepted,; Request Date: 01-APR-15,,2015-04-01T03:21:13-04:00
2745,Sodium glycolate,2836-32-0,107912,Y,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
19073,Sodium henicosafluoroundecanoate,60871-96-7,1845977,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
19049,Sodium heptadecafluorononanoate,21049-39-8,1845978,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
15110,Sodium heptyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
19036,Sodium hydrogen ((perfluorohexyl)ethyl)phosphonate,1189052-95-6,1845979,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
19024,"Sodium hydrogen (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phosphonate",92678-93-8,1845980,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
7112,Sodium ion,17341-25-2,524670197,N,N,N,N,Not Assigned,Accepted,; Request Date: 07-JUN-18,,2018-06-07T08:49:38-04:00
15109,Sodium lauryl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
1810,Sodium methyldithiocarbamate,137-42-8,36970,N,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
1811,Sodium nitrite,7632-00-0,152058,Y,Y,N,N,Nutrient,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:08-05:00
19116,Sodium nonafluorobutane-1-sulfonate,60453-92-1,1845981,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
15108,Sodium octyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
1812,Sodium pentachlorophenate,131-52-2,35394,N,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
63993,"Sodium perfluoro(3-{[1-(1,2-dichloro-1,2,2-trifluoroethoxy)propan-2-yl]oxy}propyl)sulfonate",1383434-30-7,1988720,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
9203,"Sodium perfluoro-1-(1,2,3,4-13C4)octanesulfonate",,,N,N,N,N,Not Assigned,Accepted,"Sodium perfluoro-1-[1,2,3,4-13C4]octanesulfonate",,2023-11-07T08:39:42-05:00
9089,"Sodium perfluoro-1-(2,3,4-13C)butanesulfonate",,,N,N,N,N,Not Assigned,Accepted,"sodium perfluoro-1-[2,3,4-13O3]butanesulfonate",,2023-11-06T08:15:33-05:00
8172,"Sodium perfluoro-1-[1,2,3,4-18O2]octanesulfonate",,,N,N,N,N,Not Assigned,Accepted,GLENDA contact (klewin.kenneth@epa.gov); Request Date: 22-JUL-19,,2019-07-22T02:03:25-04:00
64387,Sodium perfluoro-1-ethanesulfinate,146542-36-1,1988772,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
8173,Sodium perfluoro-1-hexane[18O2]sulfonate,,,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,GLENDA contact (klewin.kenneth@epa.gov); Request Date: 22-JUL-19,,2019-07-22T02:03:25-04:00
19106,Sodium perfluorodecanesulfonate,2806-15-7,1845982,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
19092,Sodium perfluorodecanoate,3830-45-3,1845983,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
65220,Sodium perfluorododecanoate,60872-01-7,1989465,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19080,Sodium perfluorohexanesulfonate,82382-12-5,1845984,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
20469,Sodium perfluorohexylperfluorooctylphosphinate,,1848959,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
9495,Sodium perfluorooctanoate,335-95-5,42911,N,N,N,N,"PFOA, Perfluorooctanoic Acid",Accepted,,,2020-06-19T10:34:48-04:00
20873,Sodium perfluoropentanesulfonate,630402-22-1,1848950,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20797,Sodium perfluorotridecanesulfonate,174675-49-1,1848948,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
63964,"Sodium perfluoro{[1-(1,2-dichloro-1,2,2-trifluoroethoxy)propan-2-yl]oxy}acetate",1383434-26-1,1988716,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
23544,Sodium permanganate,10101-50-5,167734,N,N,N,N,Not Assigned,Accepted,,,2020-08-19T12:24:34-04:00
1813,Sodium plus potassium,,967331,Y,N,N,N,"Inorganics, Major, Metals",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
62650,Sodium potassium (perfluorobutanesulfonamido)acetic acid,688361-68-4,1989532,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
15107,Sodium stearyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
2748,Sodium sulfate,7757-82-6,153320,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
15106,Sodium tetradecyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
65264,"Sodium tributyl(2-methoxypropyl)phosphanium 4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)diphenolate (1/1/1)",181531-28-2,1988929,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
15105,Sodium tridecyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
19145,Sodium undecafluoropentane-1-sulfinate,1997344-07-6,1845987,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
15104,Sodium undecyl sulfate,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
5002,"Sodium, Percent Total Cations",,,N,N,N,N,"Inorganics, Major, Metals",Accepted,; Request Date: 17-DEC-14,,2014-12-17T07:57:13-05:00
25411,"Sodium, di(perfluoroalkyl(C4-18))sulfonatobutanedioic acid",160994-59-2,1845988,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-09-13T09:34:40-04:00
20511,Sodium-2-(Perfluorohexyl)ethanethiolate,1248568-70-8,1848956,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
1814,Sodium-22,13966-32-0,192716,N,N,N,N,Radiochemical,Accepted,"Sodium, atomic number 11.; Request Date: 02-MAR-07",,2007-03-02T08:42:09-05:00
32381,Sodium-23,,,N,N,N,N,Stable Isotopes,Accepted,,,2021-11-02T06:48:59-04:00
3186,Sodium-24,13982-04-2,52457538,Y,N,N,N,Radiochemical,Accepted,; Request Date: 25-MAR-10,,2010-03-25T09:08:30-04:00
7405,Soft/Small Sediment Present (Y/N) (choice list),,,N,N,N,Y,Not Assigned,Accepted,; Request Date: 04-OCT-18,,2018-10-04T11:02:55-04:00
32540,Soil Color Change after Exposure to Air (Y/N) (choice list),,,N,N,N,Y,Information,Accepted,,,2023-03-03T03:00:00-05:00
32523,Soil Layer (choice list),,,N,N,N,Y,Information,Accepted,,,2022-03-03T03:13:09-05:00
32529,Soil Metric Color (Moist): Chroma,,,N,N,N,N,Information,Accepted,,,2022-03-03T03:13:09-05:00
32527,Soil Metric Color (Moist): Hue,,,N,N,N,N,Information,Accepted,,,2022-03-03T03:13:09-05:00
32528,Soil Metric Color (Moist): Value,,,N,N,N,N,Information,Accepted,,,2022-03-03T03:13:09-05:00
32535,Soil Organic Features Present,,,N,N,N,N,Information,Accepted,,,2022-03-03T03:13:10-05:00
32434,Soil Saturation Evidence: Crayfish burrows (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:18-04:00
32440,Soil Saturation Evidence: Dry season water table (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:17-04:00
32433,Soil Saturation Evidence: Fiddler crab burrows (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:18-04:00
32441,Soil Saturation Evidence: Hydrogen sulfide odor (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:17-04:00
32439,Soil Saturation Evidence: Oxidized rhizospheres along living roots (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:17-04:00
32438,Soil Saturation Evidence: Presence of reduced iron (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:17-04:00
32436,Soil Saturation Evidence: Recent iron reduction in tilled soils (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:18-04:00
32437,Soil Saturation Evidence: Salt deposits (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:18-04:00
32435,Soil Saturation Evidence: Thin muck surface (choice list),,,N,N,N,Y,Information,Accepted,,,2022-06-15T05:00:18-04:00
32526,Soil Texture: Organic (choice list),,,N,N,N,Y,Information,Accepted,,,2022-03-03T03:13:09-05:00
4653,Soil Water,,,N,N,N,N,Not Assigned,Accepted,; Request Date: 22-JUL-14,,2014-07-22T12:00:00-04:00
7121,"Soil index, coefficient of haze (COH)",,524671336,N,N,N,N,Not Assigned,Accepted,; Request Date: 07-JUN-18,,2018-06-07T08:49:38-04:00
2749,"Solar irradiation, global",,1646678,N,N,N,N,Physical,Accepted,"The amount of exposure to radiation from the sun, measured on a global basis.; Request Date: 02-MAR-07",,2007-03-02T08:42:09-05:00
2750,"Solar irradiation, local",,1646686,N,N,N,N,Physical,Accepted,"The amount of exposure to radiation from the sun, measured in a specific locality.; Request Date: 02-MAR-07",,2007-03-02T08:42:09-05:00
23485,Solar radiation,,,N,N,N,N,Radiochemical,Accepted,,,2020-07-24T12:35:14-04:00
15103,Solids,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15102,Soliperla,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
2753,Soluble Reactive Phosphorus (SRP),,,Y,Y,Y,N,Nutrient,Accepted,; Request Date: 02-MAR-07,SOLUBLE REACTIVE PHOSPHORUS (SRP),2007-03-02T08:42:09-05:00
5400,Solvents,,17135989,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-SEP-15,,2015-09-28T08:22:35-04:00
2754,Sorbitol,50-70-4,1172,Y,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
5404,Sorbitol-fermenting Bifidobacteria,,,N,N,N,N,Not Assigned,Accepted,; Request Date: 21-OCT-15,,2015-10-21T03:08:42-04:00
3905,Sotalol,3930-20-9,1736936,N,N,N,N,"Organics, Other",Accepted,; Request Date: 22-JUL-14,,2014-07-22T12:00:00-04:00
15101,Specaria,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
62373,Species Individual Count (choice list),,,N,N,N,Y,Information,Accepted,,,2022-11-21T12:00:00-05:00
2755,Species Rank,,17164468,N,N,N,N,Physical,Accepted,The assigned risk of a species extinction used to determine conservation priorities.; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
2756,Species Relative Density***retired***use Relative Density Species,,17164443,N,N,N,N,Not Assigned,Deprecated,; Request Date: 27-MAR-19,RELATIVE DENSITY SPECIES,2019-03-27T12:00:00-04:00
4674,"Specific Conductance, Calculated/Measured Ratio",,,N,N,N,N,Physical,Accepted,; Request Date: 26-AUG-13,,2020-04-15T04:32:47-04:00
32645,Specific UV Absorbance at 250 nm,,,N,N,N,N,"Inorganics, Minor, Non-metals",Accepted,14;,,2022-05-17T02:51:06-04:00
3999,Specific UV Absorbance at 254 nm,,1735497,N,N,N,N,Physical,Accepted,Nemi.gov; Request Date: 19-FEB-13,,2020-04-15T12:26:32-04:00
4000,"Specific UV Absorbance at 254 nm, corrected for Fe",,1735497,N,N,N,N,Physical,Accepted,; Request Date: 19-FEB-13,,2013-02-19T12:00:00-05:00
32608,Specific UV Absorbance at 310 nm,,,N,N,N,N,"Inorganics, Minor, Non-metals",Accepted,1;UV absorbance of a water sample at 310 nm wavelength normalized for dissolved organic carbon (DOC) concentration,,2022-04-26T05:14:59-04:00
32609,Specific UV Absorbance at 340 nm,,,N,N,N,N,"Inorganics, Minor, Non-metals",Accepted,1;UV absorbance of a water sample at 340 nm wavelength normalized for dissolved organic carbon (DOC) concentration,,2022-04-26T05:14:59-04:00
32610,Specific UV Absorbance at 360 nm,,,N,N,N,N,"Organics, Other",Accepted,1;UV absorbance of a water sample at 360 nm wavelength normalized for dissolved organic carbon (DOC) concentration,,2022-04-26T05:14:59-04:00
32611,Specific UV Absorbance at 365 nm,,,N,N,N,N,"Inorganics, Minor, Non-metals",Accepted,1;UV absorbance of a water sample at 365 nm wavelength normalized for dissolved organic carbon (DOC) concentration,,2022-04-26T05:14:59-04:00
32612,Specific UV Absorbance at 510 nm,,,N,N,N,N,Physical,Accepted,1;UV absorbance of a water sample at 510 nm wavelength normalized for dissolved organic carbon (DOC) concentration,,2022-04-26T05:14:59-04:00
1815,Specific conductance,,1646694,N,N,N,N,Physical,Accepted,"Specific conductance is the ability of an aqueous solution to carry an electrical current, expressed in terms of resistance, reported in micromhos per centimeter at 25 degrees Celsium (C).; Request Date: 02-MAR-07",,2007-03-02T08:42:09-05:00
8076,Specific conductivity***retired***use Specific conductance,,,N,N,N,N,Physical,Deprecated,Nemi.gov; Request Date: 25-SEP-19,SPECIFIC CONDUCTANCE,2020-04-15T04:30:37-04:00
2757,Specific drawdown capacity,,1646702,N,N,N,N,Physical,Accepted,The amount of water that can be drawn from a tank or a reservoir.; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
2758,Specific gravity,,1646710,N,N,N,N,Physical,Accepted,The dimensionless ratio of the density of a substance with respect to the density of water. The specific gravity of water is equal to 1.0 by definition.; Request Date: 02-MAR-07,,2007-03-02T08:42:09-05:00
32593,Spectral slope ratio,,,N,N,N,N,Physical,Accepted,1;,,2022-04-12T08:58:36-04:00
15100,Sphaerodoridae,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15099,Sphaeroma,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15098,Sphaeromatidae,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15097,Sphaeromias,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15096,Sphyrias,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
3599,Spike Recovery,,,N,N,N,N,Physical,Accepted,; Request Date: 26-AUG-15,,2015-08-26T11:38:49-04:00
15095,Spilogona,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
2760,Spinacene,7683-64-9,152579,Y,N,N,N,Not Assigned,Accepted,; Request Date: 07-JAN-13,,2013-01-07T08:39:56-05:00
8053,Spinosad,168316-95-8,965574,N,Y,N,N,Not Assigned,Accepted,Nemi.gov; Request Date: 25-SEP-19,,2019-09-25T12:00:00-04:00
15094,Spintheridae,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15093,Spionidae,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
2759,Spirillum,,1852524,N,N,N,N,Microbiological,Accepted,TAXON: Monera Kingdom; Request Date: 02-MAR-07,,2007-03-02T08:42:10-05:00
26129,"Spiro[cyclohexane-1,2'-[1,5,6]triazabicyclo[3.1.0]hexane], 4',4',6'-tris(trifluoromethyl)-",130720-67-1,1983483,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
26071,"Spiro[cyclopentane-1,2'-[1,5,6]triazabicyclo[3.1.0]hexane], 4',4',6'-tris(trifluoromethyl)-",130720-66-0,1983482,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
32247,Spirodiclofen,148477-71-8,,N,N,N,N,"Organics, Pesticide",Accepted,11;,,2021-10-25T10:05:04-04:00
32248,Spiromesifen,283594-90-1,,N,N,N,N,"Organics, Pesticide",Accepted,11;,,2021-10-25T10:05:04-04:00
7977,Spirotetramat,203313-25-1,,N,N,N,N,Physical,Accepted,1; Request Date: 08-APR-19,,2019-04-08T03:05:37-04:00
6480,Split Count,,,N,N,N,N,Not Assigned,Accepted,; Request Date: 19-APR-17,,2017-04-19T06:42:01-04:00
15092,Spongilla,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15091,Spongillidae,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
62425,Spring Type (choice list),,,N,N,N,Y,Information,Accepted,,,2022-10-04T06:49:08-04:00
62417,"Spring, % Flow Volume Affected by Modification",,,N,N,N,N,Information,Accepted,,,2022-10-17T10:10:03-04:00
62435,"Spring, Channel Count Within 50 Meters",,,N,N,N,N,Physical,Accepted,,,2022-10-04T06:49:10-04:00
62439,"Spring, Channel Description (text)",,,N,N,N,N,Information,Accepted,,,2022-10-04T06:49:11-04:00
62437,"Spring, Channel Dominant Discharge Type (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-04T06:49:11-04:00
62436,"Spring, Channel Length",,,N,N,N,N,Physical,Accepted,,,2022-10-04T06:49:10-04:00
62433,"Spring, Channel Length > 50 Meters (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-28T12:00:00-04:00
62434,"Spring, Channel Present (Y/N) (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-04T06:49:10-04:00
62418,"Spring, Flow Affected (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-17T10:10:03-04:00
62420,"Spring, Flow Modification (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-17T10:10:03-04:00
62419,"Spring, Flow Modification Active (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-28T05:48:02-04:00
32768,"Spring, Flow Status (choice list)",,,N,N,N,Y,Physical,Accepted,,,2022-10-28T10:02:27-04:00
62421,"Spring, Flowing Channel Length",,,N,N,N,N,Physical,Accepted,,,2022-10-17T10:10:03-04:00
62422,"Spring, Flowing Channel Length > 50 Meters (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-28T12:00:00-04:00
32769,"Spring, Measurable Discharge (Y/N) (choice list)",,,N,N,N,Y,Physical,Accepted,,,2022-10-28T10:02:43-04:00
62431,"Spring, Multiple Orifices (Y/N) (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-04T06:49:10-04:00
62438,"Spring, Orifice Description (text)",,,N,N,N,N,Information,Accepted,,,2022-10-04T06:49:11-04:00
62432,"Spring, Other Springs Within 0.5 Miles (Y/N) (choice list)",,,N,N,N,Y,Information,Accepted,,,2022-10-04T06:49:10-04:00
62397,"Spring, Pool Surface Stage From a Fixed Reference Point",,,N,N,N,N,Physical,Accepted,,,2022-11-16T11:23:38-05:00
62430,"Spring, Site Area",,,N,N,N,N,Physical,Accepted,,,2022-10-04T06:49:10-04:00
32765,"Spring, Visual Estimate of Mixing (choice list)",,,N,N,N,Y,Physical,Accepted,,,2022-10-28T09:59:42-04:00
2412,Squalene,111-02-4,27177,N,N,N,N,Not Assigned,Accepted,; Request Date: 02-SEP-16,,2016-09-02T11:07:35-04:00
15090,Squatinella,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
15089,Stactobiella,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
19721,"Stannane, [7,7,8,8,9,9,10,10,10-nonafluoro-1,3-bis(4,4,5,5,6,6,7,7,7-nonafluoroheptyl)-2-decen-1-yl]-",217805-03-3,1842180,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
25896,"Stannane, butylpropylbis[(2,2,2-trifluoroacetyl)oxy]-",88524-87-2,1984531,N,N,N,N,"PFOS, Perfluorooctane Sulfonate",Accepted,PFAS removal,,2020-12-14T12:00:00-05:00
21638,"Stannane, chlorotris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",181625-76-3,1849547,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
