TRANSECT,Group,Species,DEPTH_CLASS,Epi_Density_m3,DeepTow_Density_m3,Hypo_Density_m3,Total_Density_m3,Latitude,Longitude
STJ38,Rotifera,Polyarthra spp.,D,88.9670593,264.9654511,239.1363048,353.9325104,42.279333,-86.87025
STJ38,Rotifera,Synchaeta spp.,D,111.2088241,184.4132118,152.1267789,295.6220359,42.279333,-86.87025
STJ38,Nauplii,Copepod nauplii,D,2823.624436,1698.795311,879.0333784,4522.419747,42.279333,-86.87025
STJ38,Mollusks,Dreissenid Veligers,D,889.4546536,223.8323927,223.8323927,1113.287046,42.279333,-86.87025
STJ5,Cladoceran,Bythotrephes longimanus,S,0.875367506,0.317591072,0.06748607,1.192958578,42.14485,-86.539133
STJ5,Cladoceran,Cercopagis pengoi,S,1.750735012,15.35023513,14.85002513,17.10097015,42.14485,-86.539133
STJ5,Cladoceran,Bosmina longirostris,S,579.4932889,808.5868686,643.0173575,1388.080158,42.14485,-86.539133
STJ5,Cladoceran,Chydorus spp,S,5.689888789,NA,NA,5.689888789,42.14485,-86.539133
STJ5,Cladoceran,Leptodora kindti,S,3.063786271,NA,NA,3.063786271,42.14485,-86.539133
STJ5,ImmatureCyclopoid,Cyclops copepodites,S,49.89594784,269.5289562,255.2729711,319.424904,42.14485,-86.539133
STJ5,ImmatureCalanoid,Calanoid copepodites,S,29.32481145,170.8639966,162.485479,200.188808,42.14485,-86.539133
STJ5,ImmatureCalanoid,Epischura copepodites,S,14.44356385,98.55909593,94.4323634,113.0026598,42.14485,-86.539133
STJ5,AdultCyclopoid,Diacyclops thomasi,S,3.063786271,65.63548816,64.76012065,68.69927443,42.14485,-86.539133
STJ5,AdultCyclopoid,Diacyclops thomasi,S,3.063786271,65.63548816,64.76012065,68.69927443,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,S,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,S,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,S,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,S,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,Rotifera,Collotheca spp.,S,414.4865141,1023.807752,905.3830332,1438.294266,42.14485,-86.539133
STJ5,Rotifera,Conochilus unicornis,S,8562.844943,7818.139413,5371.612286,16380.98436,42.14485,-86.539133
STJ5,Rotifera,Gastropus spp.,S,1104.713792,465.3767838,149.7442716,1570.090576,42.14485,-86.539133
STJ5,Rotifera,Keratella spp.,S,3936.08999,1116.861936,1116.861936,5052.951926,42.14485,-86.539133
STJ5,Rotifera,Ploesoma hudsoni,S,69.15403297,NA,NA,69.15403297,42.14485,-86.539133
STJ5,Rotifera,Ploesoma truncatum,S,3314.579061,2233.723871,1286.701282,5548.302932,42.14485,-86.539133
STJ5,Rotifera,Polyarthra spp.,S,4626.754953,4374.393558,3052.463572,9001.148511,42.14485,-86.539133
STJ5,Rotifera,Synchaeta spp.,S,2209.865269,2699.100655,2067.710578,4908.965924,42.14485,-86.539133
STJ5,Nauplii,Copepod nauplii,S,2486.043717,1396.130351,685.8321465,3882.174068,42.14485,-86.539133
STJ5,Mollusks,Dreissenid Veligers,S,552.3568962,3722.908406,3565.09215,4275.265303,42.14485,-86.539133
STJ5,Cladoceran,Bythotrephes longimanus,D,0.875367506,0.317591072,0.06748607,1.192958578,42.14485,-86.539133
STJ5,Cladoceran,Cercopagis pengoi,D,1.750735012,15.35023513,14.85002513,17.10097015,42.14485,-86.539133
STJ5,Cladoceran,Bosmina longirostris,D,579.4932889,808.5868686,643.0173575,1388.080158,42.14485,-86.539133
STJ5,ImmatureCyclopoid,Cyclops copepodites,D,49.89594784,269.5289562,255.2729711,319.424904,42.14485,-86.539133
STJ5,ImmatureCalanoid,Calanoid copepodites,D,29.32481145,170.8639966,162.485479,200.188808,42.14485,-86.539133
STJ5,ImmatureCalanoid,Epischura copepodites,D,14.44356385,98.55909593,94.4323634,113.0026598,42.14485,-86.539133
STJ5,AdultCyclopoid,Diacyclops thomasi,D,3.063786271,65.63548816,64.76012065,68.69927443,42.14485,-86.539133
STJ5,AdultCyclopoid,Diacyclops thomasi,D,3.063786271,65.63548816,64.76012065,68.69927443,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,D,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,D,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,D,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Leptodiaptomus minutus,D,64.33951169,105.2285084,86.84579081,169.5680201,42.14485,-86.539133
STJ5,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,6.563548816,NA,6.563548816,42.14485,-86.539133
STJ5,AdultCalanoid,Epischura lacustris,D,NA,6.563548816,NA,6.563548816,42.14485,-86.539133
STJ5,Rotifera,Collotheca spp.,D,414.4865141,1023.807752,905.3830332,1438.294266,42.14485,-86.539133
STJ5,Rotifera,Conochilus unicornis,D,8562.844943,7818.139413,5371.612286,16380.98436,42.14485,-86.539133
STJ5,Rotifera,Gastropus spp.,D,1104.713792,465.3767838,149.7442716,1570.090576,42.14485,-86.539133
STJ5,Rotifera,Keratella spp.,D,3936.08999,1116.861936,1116.861936,5052.951926,42.14485,-86.539133
STJ5,Rotifera,Ploesoma truncatum,D,3314.579061,2233.723871,1286.701282,5548.302932,42.14485,-86.539133
STJ5,Rotifera,Polyarthra spp.,D,4626.754953,4374.393558,3052.463572,9001.148511,42.14485,-86.539133
STJ5,Rotifera,Synchaeta spp.,D,2209.865269,2699.100655,2067.710578,4908.965924,42.14485,-86.539133
STJ5,Nauplii,Copepod nauplii,D,2486.043717,1396.130351,685.8321465,3882.174068,42.14485,-86.539133
STJ5,Mollusks,Dreissenid Veligers,D,552.3568962,3722.908406,3565.09215,4275.265303,42.14485,-86.539133
STJ8,Cladoceran,Cercopagis pengoi,S,0.32694449,10.09091989,9.968315709,10.41786438,42.152467,-86.576717
STJ8,Cladoceran,Bosmina longirostris,S,153.6639104,1504.228883,1446.604917,1657.892793,42.152467,-86.576717
STJ8,Cladoceran,Chydorus spp,S,0.980833471,NA,NA,0.980833471,42.152467,-86.576717
STJ8,ImmatureCyclopoid,Cyclops copepodites,S,6.538889803,2116.093174,2113.641091,2122.632064,42.152467,-86.576717
STJ8,ImmatureCalanoid,Calanoid copepodites,S,27.79028166,1198.228555,1187.8072,1226.018837,42.152467,-86.576717
STJ8,ImmatureCalanoid,Epischura copepodites,S,3.923333882,204.0002184,202.5289682,207.9235523,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,S,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,S,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,S,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,S,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,S,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,S,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,S,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,S,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,Rotifera,Collotheca spp.,S,1262.659621,1123.092111,649.5947534,2385.751732,42.152467,-86.576717
STJ8,Rotifera,Conochilus unicornis,S,1217.541281,15000.56151,14543.98353,16218.10279,42.152467,-86.576717
STJ8,Rotifera,Keratella spp.,S,901.7129039,882.4100355,544.2676965,1784.122939,42.152467,-86.576717
STJ8,Rotifera,Ploesoma truncatum,S,2524.992298,2246.047859,1299.175747,4771.040156,42.152467,-86.576717
STJ8,Rotifera,Polyarthra spp.,S,2344.845883,1363.637823,484.320617,3708.483707,42.152467,-86.576717
STJ8,Rotifera,Synchaeta spp.,S,946.8312435,1925.183879,1570.122163,2872.015122,42.152467,-86.576717
STJ8,Nauplii,Copepod nauplii,S,1578.161054,4652.595889,4060.785494,6230.756943,42.152467,-86.576717
STJ8,Mollusks,Dreissenid Veligers,S,90.23667929,10428.28389,10394.44514,10518.52057,42.152467,-86.576717
STJ8,Cladoceran,Bythotrephes longimanus,D,NA,0.545455129,NA,0.545455129,42.152467,-86.576717
STJ8,Cladoceran,Cercopagis pengoi,D,0.32694449,10.09091989,9.968315709,10.41786438,42.152467,-86.576717
STJ8,Cladoceran,Bosmina longirostris,D,153.6639104,1504.228883,1446.604917,1657.892793,42.152467,-86.576717
STJ8,ImmatureCyclopoid,Cyclops copepodites,D,6.538889803,2116.093174,2113.641091,2122.632064,42.152467,-86.576717
STJ8,ImmatureCalanoid,Calanoid copepodites,D,27.79028166,1198.228555,1187.8072,1226.018837,42.152467,-86.576717
STJ8,ImmatureCalanoid,Epischura copepodites,D,3.923333882,204.0002184,202.5289682,207.9235523,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,D,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,D,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,D,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCyclopoid,Diacyclops thomasi,D,1.961666941,1172.728528,1171.992903,1174.690195,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,459.0004913,NA,459.0004913,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,459.0004913,NA,459.0004913,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,D,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,D,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,D,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus minutus,D,7.846667764,612.0006551,609.0581547,619.8473229,42.152467,-86.576717
STJ8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,102.0001092,NA,102.0001092,42.152467,-86.576717
STJ8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,102.0001092,NA,102.0001092,42.152467,-86.576717
STJ8,AdultCalanoid,Leptodiaptomus sicilis,D,NA,25.5000273,NA,25.5000273,42.152467,-86.576717
STJ8,AdultCalanoid,Epischura lacustris,D,NA,25.5000273,NA,25.5000273,42.152467,-86.576717
STJ8,Rotifera,Collotheca spp.,D,1262.659621,1123.092111,649.5947534,2385.751732,42.152467,-86.576717
STJ8,Rotifera,Conochilus unicornis,D,1217.541281,15000.56151,14543.98353,16218.10279,42.152467,-86.576717
STJ8,Rotifera,Gastropus spp.,D,NA,240.6820758,NA,240.6820758,42.152467,-86.576717
STJ8,Rotifera,Keratella spp.,D,901.7129039,882.4100355,544.2676965,1784.122939,42.152467,-86.576717
STJ8,Rotifera,Ploesoma truncatum,D,2524.992298,2246.047859,1299.175747,4771.040156,42.152467,-86.576717
STJ8,Rotifera,Polyarthra spp.,D,2344.845883,1363.637823,484.320617,3708.483707,42.152467,-86.576717
STJ8,Rotifera,Synchaeta spp.,D,946.8312435,1925.183879,1570.122163,2872.015122,42.152467,-86.576717
STJ8,Nauplii,Copepod nauplii,D,1578.161054,4652.595889,4060.785494,6230.756943,42.152467,-86.576717
STJ8,Mollusks,Dreissenid Veligers,D,90.23667929,10428.28389,10394.44514,10518.52057,42.152467,-86.576717
STU5,Cladoceran,Cercopagis pengoi,S,0.99354477,3.589581103,3.47918724,4.583125873,44.7026667,-87.2895
STU5,Cladoceran,Bosmina longirostris,S,80.47712633,746.1713518,737.2294489,826.6484782,44.7026667,-87.2895
STU5,Cladoceran,Eubosmina coregoni,S,3.311815899,12.66609332,12.29811378,15.97790922,44.7026667,-87.2895
STU5,Cladoceran,Bosmina spp.,S,51.99550961,12.66609332,6.888814475,64.66160293,44.7026667,-87.2895
STU5,Cladoceran,Daphnia galeata mendotae,S,0.99354477,NA,NA,0.99354477,44.7026667,-87.2895
STU5,Cladoceran,Daphnia longiremis,S,3.311815899,NA,NA,3.311815899,44.7026667,-87.2895
STU5,Cladoceran,Polyphemus pediculus,S,7.617176567,NA,NA,7.617176567,44.7026667,-87.2895
STU5,ImmatureCyclopoid,Cyclops copepodites,S,24.83861924,221.3233149,218.5634683,246.1619341,44.7026667,-87.2895
STU5,ImmatureCalanoid,Calanoid copepodites,S,49.0148753,417.3657228,411.9196256,466.3805981,44.7026667,-87.2895
STU5,ImmatureCalanoid,Epischura copepodites,S,4.305360668,12.66609332,12.18771991,16.97145399,44.7026667,-87.2895
STU5,Harpacticoid,Harpacticoid copepodites,S,2.318271129,6.307406795,6.049821114,8.625677924,44.7026667,-87.2895
STU5,AdultCyclopoid,Diacyclops thomasi,S,2.318271129,6.307406795,6.049821114,8.625677924,44.7026667,-87.2895
STU5,AdultCalanoid,Leptodiaptomus minutus,S,16.2278979,6.307406795,4.504307028,22.5353047,44.7026667,-87.2895
STU5,AdultCalanoid,Leptodiaptomus minutus,S,16.2278979,6.307406795,4.504307028,22.5353047,44.7026667,-87.2895
STU5,AdultCalanoid,Skistodiaptomus oregonensis,S,4.305360668,NA,NA,4.305360668,44.7026667,-87.2895
STU5,AdultCalanoid,Skistodiaptomus oregonensis,S,4.305360668,NA,NA,4.305360668,44.7026667,-87.2895
STU5,AdultCalanoid,Epischura lacustris,S,3.311815899,NA,NA,3.311815899,44.7026667,-87.2895
STU5,Rotifera,Conochilus unicornis,S,128.1672753,641.8171012,627.5762928,769.9843765,44.7026667,-87.2895
STU5,Rotifera,Gastropus spp.,S,51.33314643,66.4072504,60.70356747,117.7403968,44.7026667,-87.2895
STU5,Rotifera,Keratella spp.,S,794.5046341,1084.515011,996.236718,1879.019645,44.7026667,-87.2895
STU5,Rotifera,Keratella quadrata,S,51.33314643,NA,NA,51.33314643,44.7026667,-87.2895
STU5,Rotifera,Ploesoma hudsoni,S,25.50098242,NA,NA,25.50098242,44.7026667,-87.2895
STU5,Rotifera,Ploesoma truncatum,S,384.5018258,442.6466297,399.9242046,827.1484555,44.7026667,-87.2895
STU5,Rotifera,Polyarthra spp.,S,3742.683147,1792.739362,1376.885679,5535.422509,44.7026667,-87.2895
STU5,Rotifera,Synchaeta spp.,S,538.1700835,1438.601547,1378.804871,1976.77163,44.7026667,-87.2895
STU5,Rotifera,Trichocerca spp.,S,102.6662929,221.3233149,209.915949,323.9896077,44.7026667,-87.2895
STU5,Nauplii,Copepod nauplii,S,205.0014041,752.4787586,729.7008248,957.4801628,44.7026667,-87.2895
STU5,Mollusks,Dreissenid Veligers,S,230.8335681,2146.825898,2121.177724,2377.659466,44.7026667,-87.2895
STU5,Cladoceran,Cercopagis pengoi,D,0.99354477,3.589581103,3.47918724,4.583125873,44.7026667,-87.2895
STU5,Cladoceran,Bosmina longirostris,D,80.47712633,746.1713518,737.2294489,826.6484782,44.7026667,-87.2895
STU5,Cladoceran,Eubosmina coregoni,D,3.311815899,12.66609332,12.29811378,15.97790922,44.7026667,-87.2895
STU5,Cladoceran,Bosmina spp.,D,51.99550961,12.66609332,6.888814475,64.66160293,44.7026667,-87.2895
STU5,ImmatureCyclopoid,Cyclops copepodites,D,24.83861924,221.3233149,218.5634683,246.1619341,44.7026667,-87.2895
STU5,ImmatureCalanoid,Calanoid copepodites,D,49.0148753,417.3657228,411.9196256,466.3805981,44.7026667,-87.2895
STU5,ImmatureCalanoid,Epischura copepodites,D,4.305360668,12.66609332,12.18771991,16.97145399,44.7026667,-87.2895
STU5,Harpacticoid,Harpacticoid copepodites,D,2.318271129,6.307406795,6.049821114,8.625677924,44.7026667,-87.2895
STU5,AdultCyclopoid,Diacyclops thomasi,D,2.318271129,6.307406795,6.049821114,8.625677924,44.7026667,-87.2895
STU5,AdultCyclopoid,Tropocyclops prasinus mexicanus,D,NA,12.66609332,NA,12.66609332,44.7026667,-87.2895
STU5,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,6.307406795,NA,6.307406795,44.7026667,-87.2895
STU5,AdultCalanoid,Leptodiaptomus minutus,D,16.2278979,6.307406795,4.504307028,22.5353047,44.7026667,-87.2895
STU5,AdultCalanoid,Leptodiaptomus minutus,D,16.2278979,6.307406795,4.504307028,22.5353047,44.7026667,-87.2895
STU5,Rotifera,Ascomorpha spp.,D,NA,88.50881405,NA,88.50881405,44.7026667,-87.2895
STU5,Rotifera,Asplanchna spp,D,NA,44.25440703,NA,44.25440703,44.7026667,-87.2895
STU5,Rotifera,Collotheca spp.,D,NA,66.4072504,NA,66.4072504,44.7026667,-87.2895
STU5,Rotifera,Conochilus unicornis,D,128.1672753,641.8171012,627.5762928,769.9843765,44.7026667,-87.2895
STU5,Rotifera,Gastropus spp.,D,51.33314643,66.4072504,60.70356747,117.7403968,44.7026667,-87.2895
STU5,Rotifera,Kellicottia longispina,D,NA,154.9160645,NA,154.9160645,44.7026667,-87.2895
STU5,Rotifera,Keratella spp.,D,794.5046341,1084.515011,996.236718,1879.019645,44.7026667,-87.2895
STU5,Rotifera,Ploesoma truncatum,D,384.5018258,442.6466297,399.9242046,827.1484555,44.7026667,-87.2895
STU5,Rotifera,Polyarthra spp.,D,3742.683147,1792.739362,1376.885679,5535.422509,44.7026667,-87.2895
STU5,Rotifera,Synchaeta spp.,D,538.1700835,1438.601547,1378.804871,1976.77163,44.7026667,-87.2895
STU5,Rotifera,Trichocerca spp.,D,102.6662929,221.3233149,209.915949,323.9896077,44.7026667,-87.2895
STU5,Nauplii,Copepod nauplii,D,205.0014041,752.4787586,729.7008248,957.4801628,44.7026667,-87.2895
STU5,Mollusks,Dreissenid Veligers,D,230.8335681,2146.825898,2121.177724,2377.659466,44.7026667,-87.2895
STU8,Cladoceran,Cercopagis pengoi,S,0.963437352,8.863050167,8.816053223,9.826487519,44.6951167,-87.2518
STU8,Cladoceran,Bosmina longirostris,S,341.5385414,867.7588476,851.098431,1209.297389,44.6951167,-87.2518
STU8,Cladoceran,Eubosmina coregoni,S,2.408593381,NA,NA,2.408593381,44.6951167,-87.2518
STU8,Cladoceran,Bosmina spp.,S,7.225780142,NA,NA,7.225780142,44.6951167,-87.2518
STU8,Cladoceran,Daphnia galeata mendotae,S,2.408593381,NA,NA,2.408593381,44.6951167,-87.2518
STU8,Cladoceran,Polyphemus pediculus,S,2.408593381,NA,NA,2.408593381,44.6951167,-87.2518
STU8,ImmatureCyclopoid,Cyclops copepodites,S,33.72030733,705.6691152,704.0242222,739.3894226,44.6951167,-87.2518
STU8,ImmatureCalanoid,Calanoid copepodites,S,67.44061466,505.4146472,502.1248611,572.8552619,44.6951167,-87.2518
STU8,ImmatureCalanoid,Epischura copepodites,S,7.225780142,28.60778114,28.25530406,35.83356129,44.6951167,-87.2518
STU8,Harpacticoid,Harpacticoid copepodites,S,9.634373523,NA,NA,9.634373523,44.6951167,-87.2518
STU8,AdultCyclopoid,Diacyclops thomasi,S,4.817186762,76.32947119,76.09448647,81.14665795,44.6951167,-87.2518
STU8,AdultCyclopoid,Diacyclops thomasi,S,4.817186762,76.32947119,76.09448647,81.14665795,44.6951167,-87.2518
STU8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,7.225780142,19.0823678,18.72989072,26.30814794,44.6951167,-87.2518
STU8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,7.225780142,19.0823678,18.72989072,26.30814794,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,S,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,S,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,S,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,S,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus minutus,S,2.408593381,28.60778114,28.49028878,31.01637452,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus sicilis,S,2.408593381,28.60778114,28.49028878,31.01637452,44.6951167,-87.2518
STU8,Rotifera,Ascomorpha spp.,S,136.3263854,23.84507447,17.19500689,160.1714598,44.6951167,-87.2518
STU8,Rotifera,Asplanchna spp,S,45.5224149,23.84507447,21.62446886,69.36748937,44.6951167,-87.2518
STU8,Rotifera,Collotheca spp.,S,227.1303558,572.1556229,561.0760933,799.2859787,44.6951167,-87.2518
STU8,Rotifera,Conochilus unicornis,S,545.0646821,452.9617916,426.3732705,998.0264737,44.6951167,-87.2518
STU8,Rotifera,Gastropus spp.,S,45.5224149,23.84507447,21.62446886,69.36748937,44.6951167,-87.2518
STU8,Rotifera,Kellicottia longispina,S,136.3263854,190.7290547,184.0789871,327.05544,44.6951167,-87.2518
STU8,Rotifera,Keratella spp.,S,2815.886521,1716.466869,1579.10655,4532.35339,44.6951167,-87.2518
STU8,Rotifera,Ploesoma truncatum,S,408.7382967,452.9617916,433.0233381,861.7000883,44.6951167,-87.2518
STU8,Rotifera,Polyarthra spp.,S,6495.012911,1382.730449,1065.900551,7877.74336,44.6951167,-87.2518
STU8,Rotifera,Synchaeta spp.,S,3451.755174,1716.466869,1548.088567,5168.222043,44.6951167,-87.2518
STU8,Rotifera,Trichocerca spp.,S,136.3263854,214.5741291,207.9240615,350.9005145,44.6951167,-87.2518
STU8,Nauplii,Copepod nauplii,S,454.2607116,2503.196621,2481.037561,2957.457332,44.6951167,-87.2518
STU8,Mollusks,Dreissenid Veligers,S,1271.737305,1835.6607,1773.624734,3107.398005,44.6951167,-87.2518
STU8,Cladoceran,Bythotrephes longimanus,D,NA,0.031541104,NA,0.031541104,44.6951167,-87.2518
STU8,Cladoceran,Cercopagis pengoi,D,0.963437352,8.863050167,8.816053223,9.826487519,44.6951167,-87.2518
STU8,Cladoceran,Bosmina longirostris,D,341.5385414,867.7588476,851.098431,1209.297389,44.6951167,-87.2518
STU8,ImmatureCyclopoid,Cyclops copepodites,D,33.72030733,705.6691152,704.0242222,739.3894226,44.6951167,-87.2518
STU8,ImmatureCalanoid,Calanoid copepodites,D,67.44061466,505.4146472,502.1248611,572.8552619,44.6951167,-87.2518
STU8,ImmatureCalanoid,Epischura copepodites,D,7.225780142,28.60778114,28.25530406,35.83356129,44.6951167,-87.2518
STU8,AdultCyclopoid,Diacyclops thomasi,D,4.817186762,76.32947119,76.09448647,81.14665795,44.6951167,-87.2518
STU8,AdultCyclopoid,Diacyclops thomasi,D,4.817186762,76.32947119,76.09448647,81.14665795,44.6951167,-87.2518
STU8,AdultCyclopoid,Tropocyclops prasinus mexicanus,D,7.225780142,19.0823678,18.72989072,26.30814794,44.6951167,-87.2518
STU8,AdultCyclopoid,Tropocyclops prasinus mexicanus,D,7.225780142,19.0823678,18.72989072,26.30814794,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,D,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,D,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,D,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus ashlandi,D,7.225780142,76.32947119,75.97699411,83.55525133,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus minutus,D,2.408593381,28.60778114,28.49028878,31.01637452,44.6951167,-87.2518
STU8,AdultCalanoid,Leptodiaptomus sicilis,D,2.408593381,28.60778114,28.49028878,31.01637452,44.6951167,-87.2518
STU8,AdultCalanoid,Epischura lacustris,D,NA,9.525413346,NA,9.525413346,44.6951167,-87.2518
STU8,AdultCalanoid,Limnocalanus macrurus,D,NA,9.525413346,NA,9.525413346,44.6951167,-87.2518
STU8,Rotifera,Ascomorpha spp.,D,136.3263854,23.84507447,17.19500689,160.1714598,44.6951167,-87.2518
STU8,Rotifera,Asplanchna spp,D,45.5224149,23.84507447,21.62446886,69.36748937,44.6951167,-87.2518
STU8,Rotifera,Collotheca spp.,D,227.1303558,572.1556229,561.0760933,799.2859787,44.6951167,-87.2518
STU8,Rotifera,Conochilus unicornis,D,545.0646821,452.9617916,426.3732705,998.0264737,44.6951167,-87.2518
STU8,Rotifera,Gastropus spp.,D,45.5224149,23.84507447,21.62446886,69.36748937,44.6951167,-87.2518
STU8,Rotifera,Kellicottia longispina,D,136.3263854,190.7290547,184.0789871,327.05544,44.6951167,-87.2518
STU8,Rotifera,Keratella spp.,D,2815.886521,1716.466869,1579.10655,4532.35339,44.6951167,-87.2518
STU8,Rotifera,Keratella quadrata,D,NA,166.8839802,NA,166.8839802,44.6951167,-87.2518
STU8,Rotifera,Ploesoma hudsoni,D,NA,23.84507447,NA,23.84507447,44.6951167,-87.2518
STU8,Rotifera,Ploesoma truncatum,D,408.7382967,452.9617916,433.0233381,861.7000883,44.6951167,-87.2518
STU8,Rotifera,Polyarthra spp.,D,6495.012911,1382.730449,1065.900551,7877.74336,44.6951167,-87.2518
STU8,Rotifera,Synchaeta spp.,D,3451.755174,1716.466869,1548.088567,5168.222043,44.6951167,-87.2518
STU8,Rotifera,Trichocerca spp.,D,136.3263854,214.5741291,207.9240615,350.9005145,44.6951167,-87.2518
STU8,Nauplii,Copepod nauplii,D,454.2607116,2503.196621,2481.037561,2957.457332,44.6951167,-87.2518
STU8,Mollusks,Dreissenid Veligers,D,1271.737305,1835.6607,1773.624734,3107.398005,44.6951167,-87.2518
STU12,Cladoceran,Bythotrephes longimanus,S,0.596126862,0.07382376,0.026761113,0.669950622,44.6926,-87.1998667
STU12,Cladoceran,Cercopagis pengoi,S,0.794835816,0.44294256,0.380192364,1.237778375,44.6926,-87.1998667
STU12,Cladoceran,Bosmina longirostris,S,191.9528495,439.0052926,423.8511203,630.9581421,44.6926,-87.1998667
STU12,Cladoceran,Bosmina spp.,S,3.378052217,17.57005487,17.30336654,20.94810709,44.6926,-87.1998667
STU12,Cladoceran,Daphnia retrocurva,S,1.589671631,NA,NA,1.589671631,44.6926,-87.1998667
STU12,Cladoceran,Polyphemus pediculus,S,1.589671631,NA,NA,1.589671631,44.6926,-87.1998667
STU12,ImmatureCyclopoid,Cyclops copepodites,S,60.01010408,535.5913786,530.8537388,595.6014826,44.6926,-87.1998667
STU12,ImmatureCalanoid,Calanoid copepodites,S,75.11198458,421.4598457,415.5299521,496.5718302,44.6926,-87.1998667
STU12,ImmatureCalanoid,Epischura copepodites,S,11.72382828,17.57005487,16.64448948,29.29388315,44.6926,-87.1998667
STU12,AdultCyclopoid,Diacyclops thomasi,S,4.967723848,245.8331207,245.440932,250.8008445,44.6926,-87.1998667
STU12,AdultCyclopoid,Diacyclops thomasi,S,4.967723848,245.8331207,245.440932,250.8008445,44.6926,-87.1998667
